h_a,n_a,h_b,n_b,delta_mean,delta_lo,delta_hi,p_b_gt_a,crn_corr,var_crn,var_ind
18,300,98,300,0.2658,0.2067,0.3257,1.0,0.0335,0.0008992939427722037,0.0009082125603864733
